Token;Label_AB;Label_AA;Label_CF;Label_LM;Label_MB;Label_CKP;Label_DN;périmètre;accord;désaccord_PER;désaccord_LOC;désaccord_ORG;désaccord_MISC;confusion
sont;;;;;;;;;;;;;;
propres;;;;;;;;;;;;;;
parce;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
trem-;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
pees;;;;;;;;;;;;;;
dans;;;;;;;;;;;;;;
leau;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
mais;;;;;;;;;;;;;;
des;;;;;;;;;;;;;;
filles;;;;;;;;;;;;;;
oomme;;;;;;;;;;;;;;
nous;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
touchent;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
tout;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
ont;;;;;;;;;;;;;;
besoin;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
frotter;;;;;;;;;;;;;;
ferme;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
nettoyer;;;;;;;;;;;;;;
leurs;;;;;;;;;;;;;;
mains;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
l';;;;;;;;;;;;;;
eau;;;;;;;;;;;;;;
toute;;;;;;;;;;;;;;
seule;;;;;;;;;;;;;;
n';;;;;;;;;;;;;;
y;;;;;;;;;;;;;;
fait;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
rien;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
faut;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
degraiser;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
dans;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
son;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
l';;;;;;;;;;;;;;
on;;;;;;;;;;;;;;
fait;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
bouillis;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
volaille;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
ou;;;;;;;;;;;;;;
bien;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
si;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
6orasse;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
une;;;;;;;;;;;;;;
des;;;;;;;;;;;;;;
pommes;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
terre;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
l';;;;;;;;;;;;;;
on;;;;;;;;;;;;;;
met;;;;;;;;;;;;;;
cuire;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
pores;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
taen;;;;;;;;;;;;;;
frottes;;;;;;;;;;;;;;
bien;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
mains;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
z::rF-;PER;PER;PER;PER;PER;;;X;PER;;;;;X
"
";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
e;;;;;;;;;;;;;;
ty;;;;;;;;;;;;;;
ferai;;;;;;;;;;;;;;
songer;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
sois;;;;;;;;;;;;;;
tranquille;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
ainsi;;;;;;;;;;;;;;
qua;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
ehanger;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
chemise;;;;;;;;;;;;;;
tous;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
soirs;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
Crois;;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
qu';;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
soit;;;;;;;;;;;;;;
bien;;;;;;;;;;;;;;
sain;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
garder;;;;;;;;;;;;;;
sa;;;;;;;;;;;;;;
chemise;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
coueher;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
[;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
quand;;;;;;;;;;;;;;
on;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
eu;;;;;;;;;;;;;;
bien;;;;;;;;;;;;;;
chaud;;;;;;;;;;;;;;
toute;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
journef;;;;;;;;;;;;;;
Et;;;;;;;;;;;;;;
lel;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
"
";;;;;;;;;;;;;;
matin;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
si;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
te;;;;;;;;;;;;;;
lves;;;;;;;;;;;;;;
toute;;;;;;;;;;;;;;
en;;;;;;;;;;;;;;
moiteur;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
es;PER;PER;PER;PER;PER;;;X;PER;;;;;X
-0;PER;PER;PER;PER;PER;;;X;PER;;;;;X
tn;PER;PER;PER;PER;PER;;;X;PER;;;;;X
bien;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
h;;;;;;;;;;;;;;
ton;;;;;;;;;;;;;;
aise;;;;;;;;;;;;;;
quand;;;;;;;;;;;;;;
ta;;;;;;;;;;;;;;
chemise;;;;;;;;;;;;;;
sbche;;;;;;;;;;;;;;
sur;;;;;;;;;;;;;;
ton;;;;;;;;;;;;;;
corpsl;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
t;PER;PER;PER;PER;PER;;;X;PER;;;;;X
Ia;PER;PER;PER;PER;PER;;;X;PER;;;;;X
priere;PER;PER;PER;PER;PER;;;X;PER;;;;;X
du;PER;PER;PER;PER;PER;;;X;PER;;;;;X
matin;PER;PER;PER;PER;PER;;;X;PER;;;;;X
0;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
ne;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
fis;;;;;;;;;;;;;;
pas;;;;;;;;;;;;;;
suvent;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
Pourquoi;;;;;;;;;;;;;;
ne;;;;;;;;;;;;;;
vas;;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
jamais;;;;;;;;;;;;;;
voir;;;;;;;;;;;;;;
M.;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
our6f;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
Je;;;;;;;;;;;;;;
n';;;;;;;;;;;;;;
oserais;;;;;;;;;;;;;;
jamais;;;;;;;;;;;;;;
y;;;;;;;;;;;;;;
aller;;;;;;;;;;;;;;
toute;;;;;;;;;;;;;;
seule;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
Vians;;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
y;;;;;;;;;;;;;;
avee;;;;;;;;;;;;;;
moi;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
j';;;;;;;;;;;;;;
y;;;;;;;;;;;;;;
vais;;;;;;;;;;;;;;
toujours;;;;;;;;;;;;;;
en;;;;;;;;;;;;;;
sor-;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
tant;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
v8pres;;;;;;;;;;;;;;
ou;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
messe;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
verras;;;;;;;;;;;;;;
omme;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
on;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
cur;;;;;;;;;;;;;;
content;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
lesprit;;;;;;;;;;;;;;
tranquille;;;;;;;;;;;;;;
en;;;;;;;;;;;;;;
sor-;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
tant;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
chez;;;;;;;;;;;;;;
luil;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
s;;;;;;;;;;;;;;
"
 ";;;;;;;;;;;;;;
Depuis;;;;;;;;;;;;;;
ce;;;;;;;;;;;;;;
temps;;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
Jeanne;PER;PER;PER;PER;PER;;;X;PER;;;;;X
ne;;;;;;;;;;;;;;
manquait;;;;;;;;;;;;;;
pas;;;;;;;;;;;;;;
deJEANNR;;;;;;;;;;;;;;
RN;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
sERVICE;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
faire;;;;;;;;;;;;;;
rester;;;;;;;;;;;;;;
Solange;PER;PER;PER;PER;PER;;;X;PER;;;;;X
pour;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
pribre;;;;;;;;;;;;;;
du;;;;;;;;;;;;;;
matin;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
alla;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
parvint;;;;;;;;;;;;;;
enfin;;;;;;;;;;;;;;
h;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
rendre;;;;;;;;;;;;;;
propre;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
frc;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
lui;;;;;;;;;;;;;;
r6-;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
peter;;;;;;;;;;;;;;
ses;;;;;;;;;;;;;;
bons;;;;;;;;;;;;;;
oonseils;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
Solango;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
devint;;;;;;;;;;;;;;
plus;;;;;;;;;;;;;;
aendurantae;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
a;;;;;;;;;;;;;;
mesure;;;;;;;;;;;;;;
quelle;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
6tait;;;;;;;;;;;;;;
plus;;;;;;;;;;;;;;
contente;;;;;;;;;;;;;;
d';;;;;;;;;;;;;;
elle;;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
mme;;;;;;;;;;;;;;
:;;;;;;;;;;;;;;
elle;;;;;;;;;;;;;;
prafitait;;;;;;;;;;;;;;
daes;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
avis;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
Ieanne;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
0;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
elle;;;;;;;;;;;;;;
commenga;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
se;;;;;;;;;;;;;;
montrer;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
bienveillante;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;
aimer;;;;;;;;;;;;;;
tout;;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
monde;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
maison;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
maitrasse;;;;;;;;;;;;;;
saergolt;;;;;;;;;;;;;;
du;;;;;;;;;;;;;;
hangement;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
elange;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
Les;;;;;;;;;;;;;;
premiers;;;;;;;;;;;;;;
jours;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
mars;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
maitresse;;;;;;;;;;;;;;
dit;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
leanne;;;;;;;;;;;;;;
:;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
Voilh;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
le;;;;;;;;;;;;;;
temps;;;;;;;;;;;;;;
au;;;;;;;;;;;;;;
beau;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
j';;;;;;;;;;;;;;
ai;;;;;;;;;;;;;;
envie;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
faire;;;;;;;;;;;;;;
Ia;PER;PER;PER;PER;PER;;;X;PER;;;;;X
"
";;;;;;;;;;;;;;
lessive;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
Vous;;;;;;;;;;;;;;
fere;;;;;;;;;;;;;;
bien;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
maitresse;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
faut;;;;;;;;;;;;;;
dire;;;;;;;;;;;;;;
i;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
So-;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
"
";MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
lange;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
de;;;;;;;;;;;;;;
donner;;;;;;;;;;;;;;
ses;;;;;;;;;;;;;;
agneaux;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
bergere;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
moener;;;;;;;;;;;;;;
aux;;;;;;;;;;;;;;
champs;;;;;;;;;;;;;;
avee;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
moutons;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
elle;;;;;;;;;;;;;;
viendra;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
nous;;;;;;;;;;;;;;
aider;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
Ah;;;;;;;;;;;;;;
hien;;;;;;;;;;;;;;
ouil;;;;;;;;;;;;;;
fSolange;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
va;;;;;;;;;;;;;;
grogner;;;;;;;;;;;;;;
comme;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
lordinaire;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
Peut;;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
tre;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
non;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
maltresse;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
appele;;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
dono;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
vous;;;;;;;;;;;;;;
verrezl;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
Ia;;;;;;;;;;;;;;
mre;PER;PER;PER;PER;PER;;;X;PER;;;;;X
Iixier;PER;PER;PER;PER;PER;;;X;PER;;;;;X
appela;;;;;;;;;;;;;;
sa;;;;;;;;;;;;;;
fille;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
lui;;;;;;;;;;;;;;
dit;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
don-;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
ner;;;;;;;;;;;;;;
ses;;;;;;;;;;;;;;
agneaux;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
bergre;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
venir;;;;;;;;;;;;;;
aider;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
lessive;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
Solange;PER;PER;PER;PER;PER;;;X;PER;;;;;X
fit;;;;;;;;;;;;;;
sans;;;;;;;;;;;;;;
r6epliquer;;;;;;;;;;;;;;
ce;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
sa;;;;;;;;;;;;;;
mre;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
lui;;;;;;;;;;;;;;
commandait;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
s;;;;;;;;;;;;;;
Comment;;;;;;;;;;;;;;
dons;;;;;;;;;;;;;;
as;;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
tu;;;;;;;;;;;;;;
fait;;;;;;;;;;;;;;
pour;;;;;;;;;;;;;;
changer;;;;;;;;;;;;;;
ainsi;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
le;;;;;;;;;;;;;;
aaractre;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
Solange;PER;PER;PER;PER;PER;;;X;PER;;;;;X
?;;;;;;;;;;;;;;
elle;;;;;;;;;;;;;;
est;;;;;;;;;;;;;;
toujours;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
bonne;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
humeur;;;;;;;;;;;;;;
i;;;;;;;;;;;;;;
present;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
En;;;;;;;;;;;;;;
v6rite;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
b6n6diotion;;;;;;;;;;;;;;
du;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
bon;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
Dieu;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
est;;;;;;;;;;;;;;
entree;;;;;;;;;;;;;;
ehex;;;;;;;;;;;;;;
nous;;;;;;;;;;;;;;
avee;;;;;;;;;;;;;;
toi;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
ny;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
[;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
as;;;;;;;;;;;;;;
jusqu';;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
ce;;;;;;;;;;;;;;
bourru;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
gnd;PER;PER;PER;PER;PER;;;X;PER;;;;;X
Louis;PER;PER;PER;PER;PER;;;X;PER;;;;;X
qui;;;;;;;;;;;;;;
ne;;;;;;;;;;;;;;
it;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
devenn;;;;;;;;;;;;;;
doux;;;;;;;;;;;;;;
comme;;;;;;;;;;;;;;
un;;;;;;;;;;;;;;
mouton;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
sCONDE;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
PARTIE;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
.;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
lL;;;;;;;;;;;;;;
jour;;;;;;;;;;;;;;
oh;;;;;;;;;;;;;;
on;;;;;;;;;;;;;;
lavait;;;;;;;;;;;;;;
l;;;;;;;;;;;;;;
lessive;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
olange;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
os6-;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
phina;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
deu;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
pluas;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
grandesflllesdamattre;;;;;;;;;;;;;;
Iixisr;PER;PER;PER;PER;PER;;;X;PER;;;;;X
0;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
lavaient;;;;;;;;;;;;;;
aves;PER;PER;PER;PER;PER;;;X;PER;;;;;X
la;;;;;;;;;;;;;;
bergbr;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
0;;;;;;;;;;;;;;
pendant;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
Jeanne;PER;PER;PER;PER;PER;;;X;PER;;;;;X
sa-;;;;;;;;;;;;;;
[;;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
vonnait;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
aoiffes;;;;;;;;;;;;;;
at;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
mattait;;;;;;;;;;;;;;
au;;;;;;;;;;;;;;
bleu;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
ainsi;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
ool;ORG;ORG;ORG;ORG;ORG;;;X;ORG;;;;;X
des;;;;;;;;;;;;;;
chemises;;;;;;;;;;;;;;
d';;;;;;;;;;;;;;
homme;;;;;;;;;;;;;;
";";;;;;;;;;;;;;;
puis;;;;;;;;;;;;;;
elle;;;;;;;;;;;;;;
tendait;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
l;;;;;;;;;;;;;;
lings;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
mesure;;;;;;;;;;;;;;
qu';;;;;;;;;;;;;;
il;;;;;;;;;;;;;;
6tait;;;;;;;;;;;;;;
lav;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
.;;;;;;;;;;;;;;
Ia;PER;PER;PER;PER;PER;;;X;PER;;;;;X
mattresse;PER;PER;PER;PER;PER;;;X;PER;;;;;X
0;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
suivie;;;;;;;;;;;;;;
de;;;;;;;;;;;;;;
sa;;;;;;;;;;;;;;
petite;;;;;;;;;;;;;;
Louiss;PER;PER;PER;PER;PER;;;X;PER;;;;;X
0;;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
n';;;;;;;;;;;;;;
avait;;;;;;;;;;;;;;
gubre;;;;;;;;;;;;;;
qus;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
huit;;;;;;;;;;;;;;
ans;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
allait;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
enait;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
ell;ORG;ORG;ORG;ORG;ORG;;;X;ORG;;;;;X
eoutait;;;;;;;;;;;;;;
eo;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
di-;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
saient;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
jeunes;;;;;;;;;;;;;;
filles;;;;;;;;;;;;;;
en;;;;;;;;;;;;;;
travaillant;;;;;;;;;;;;;;
.;;;;;;;;;;;;;;
"
 ";;;;;;;;;;;;;;
Mon;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
Dieu;MISC;MISC;MISC;MISC;MISC;;;X;MISC;;;;;X
0;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
les;;;;;;;;;;;;;;
riches;;;;;;;;;;;;;;
sont;;;;;;;;;;;;;;
heureuxl;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
disait;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
bergre;LOC;LOC;LOC;LOC;LOC;;;X;LOC;;;;;X
.;;;;;;;;;;;;;;
ue;ORG;ORG;ORG;ORG;ORG;;;X;ORG;;;;;X
je;;;;;;;;;;;;;;
voudrais;;;;;;;;;;;;;;
done;PER;PER;PER;PER;PER;;;X;PER;;;;;X
tre;PER;PER;PER;PER;PER;;;X;PER;;;;;X
comme;;;;;;;;;;;;;;
la;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
mattresse;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
qui;;;;;;;;;;;;;;
ae;;;;;;;;;;;;;;
prombne;;;;;;;;;;;;;;
lh;;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
bas;;;;;;;;;;;;;;
sans;;;;;;;;;;;;;;
rien;;;;;;;;;;;;;;
faire;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
pendant;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
nous;;;;;;;;;;;;;;
nous;;;;;;;;;;;;;;
fatiguons;;;;;;;;;;;;;;
 ;;;;;;;;;;;;;;
tper;;;;;;;;;;;;;;
ee;;;;;;;;;;;;;;
lingol;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
-0;;;;;;;;;;;;;;
Tu;;;;;;;;;;;;;;
erois;;;;;;;;;;;;;;
dos;;;;;;;;;;;;;;
qu';;;;;;;;;;;;;;
elle;;;;;;;;;;;;;;
n';;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
rien;;;;;;;;;;;;;;
fit;;;;;;;;;;;;;;
dans;;;;;;;;;;;;;;
sa;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
jeunesso;PER;PER;PER;PER;PER;;;X;PER;;;;;X
0;;;;;;;;;;;;;;
r6pondit;;;;;;;;;;;;;;
Solange;PER;PER;PER;PER;PER;;;X;PER;;;;;X
0;;;;;;;;;;;;;;
et;;;;;;;;;;;;;;
que;;;;;;;;;;;;;;
ce;;;;;;;;;;;;;;
qu';;;;;;;;;;;;;;
elle;;;;;;;;;;;;;;
a;;;;;;;;;;;;;;
];;;;;;;;;;;;;;
"
";;;;;;;;;;;;;;
amasse;;;;;;;;;;;;;;
est;;;;;;;;;;;;;;
venu;;;;;;;;;;;;;;
tout;;;;;;;;;;;;;;
seult;PER;PER;PER;PER;PER;;;X;PER;;;;;X
"
";PER;PER;PER;PER;PER;;;X;PER;;;;;X
.LL;PER;PER;PER;PER;PER;;;X;PER;;;;;X
Moi;;;;;;;;;;;;;;
0;;;;;;;;;;;;;;
eontinua;PER;PER;PER;PER;PER;;;X;PER;;;;;X
